,Facility.Name,Facility.City,Facility.State Name,Facility.State Abbreviation,Rating.Effectiveness,Procedure.Hip Knee.Cost,Rating.Mortality,Rating.Overall,Procedure.Heart Failure.Value,Rating.Timeliness,Rating.Experience,Procedure.Hip Knee.Quality,Procedure.Heart Attack.Quality,Procedure.Heart Failure.Quality,Procedure.Hip Knee.Value,Procedure.Pneumonia.Quality,Rating.Imaging,Facility.Type,Rating.Safety,Rating.Readmission,Procedure.Heart Attack.Value,Procedure.Pneumonia.Value,Procedure.Pneumonia.Cost,Procedure.Heart Attack.Cost,Procedure.Heart Failure.Cost
1385,Tristar Horizon Medical Center,Dickson,Tennessee,TN,Above,26325,Same,3,Average,Above,Same,Average,Average,Average,Higher,Average,Above,Proprietary,Above,Below,Average,Average,17677,24667,16065
1386,Baptist Memorial Hospital,Memphis,Tennessee,TN,Above,18615,Above,1,Higher,Above,Below,Average,Average,Average,Lower,Better,Above,Private,Below,Below,Average,Average,17801,24251,18092
1387,Methodist Healthcare Memphis Hospitals,Memphis,Tennessee,TN,Below,19591,Same,2,Average,Below,Same,Average,Average,Average,Lower,Average,Above,Church,Below,Below,Average,Average,17935,23882,17003
1388,Saint Thomas Rutherford Hospital,Murfreesboro,Tennessee,TN,Same,18180,Below,1,Lower,Same,Above,Better,Average,Average,Lower,Worse,Above,Church,Below,Below,Average,Lower,16273,23290,15530
1389,Southern Tennessee Regional Hlth System Winchester,Winchester,Tennessee,TN,Below,21404,,3,Average,Above,Below,Average,Average,Average,Average,Average,Same,Proprietary,Same,Above,Average,Lower,15438,24006,15890
1390,Cookeville Regional Medical Center,Cookeville,,TN,Same,23146,Same,4,Lower,Below,Below,Average,Average,Average,Higher,Average,Same,Government,Above,Above,Lower,Lower,16601,22401,15375
1391,Johnson City Medical Center,Johnson City,Tennessee,TN,Same,19395,Below,1,Higher,Same,Below,Average,Average,Average,Lower,Worse,Same,Private,Below,Below,Average,Average,17729,22981,17984
1392,Maury Regional Hospital,Columbia,Tennessee,TN,Same,21377,Below,3,Average,Same,Above,Average,Average,Average,Average,Worse,Same,Government,Above,Below,Average,Higher,18614,22092,16436
1393,Saint Thomas West Hospital,Nashville,Tennessee,TN,Below,18562,Same,4,Average,Above,Above,Average,Average,Average,Lower,Average,Above,Church,Above,Above,Average,Average,17784,24272,17253
1394,"Memorial Healthcare System, Inc",Chattanooga,Tennessee,TN,Same,19351,Same,4,Average,Below,Above,Average,Average,Average,Lower,Average,Below,Church,Below,Above,Average,Average,17973,24892,16516
1395,Erlanger Medical Center,Chattanooga,Tennessee,TN,Same,19902,Below,2,Average,Below,Below,Average,Worse,Average,Lower,Worse,Same,Government,Same,Above,Average,Higher,19013,24546,17371
1396,Tennova Healthcare,Knoxville,Tennessee,TN,Below,19309,Below,2,Higher,Below,Below,Average,Worse,Worse,Lower,Average,Above,Proprietary,Same,Below,Average,Average,17463,23834,18289
1397,Fort Sanders Regional Medical Center,Knoxville,Tennessee,TN,Below,18758,Below,2,Average,Below,Same,Average,Average,Average,Lower,Average,Same,Private,Below,Above,Average,Average,17187,22430,16767
1398,Henry County Medical Center,Paris,Tennessee,TN,Same,24738,,3,Average,Same,Above,Average,Average,Worse,Higher,Average,Same,Government,Below,Above,Average,Average,16700,22846,16561
1399,Saint Thomas Midtown Hospital,Nashville,Tennessee,TN,Same,18756,Same,3,Average,Same,Above,Average,Average,Average,Lower,Average,Same,Private,Below,Above,Lower,Lower,16262,20844,16411
1400,Tristar Summit Medical Center,Hermitage,,TN,Same,23043,Same,2,Average,Same,Below,Average,Average,Average,Higher,Average,Same,Proprietary,Above,Below,Average,Average,17969,23612,15960
1401,Parkridge Medical Center,Chattanooga,Tennessee,TN,Above,21355,Same,3,Average,Same,Below,Average,Average,Average,Average,Average,Same,Proprietary,Below,Above,Higher,Average,18021,25966,17594
1402,Tristar Centennial Medical Center,Nashville,Tennessee,TN,Same,18977,Same,4,Average,Same,Same,Average,Average,Average,Lower,Average,Same,Proprietary,Above,Below,Higher,Lower,16194,25809,17597
1403,Parkwest Medical Center,Knoxville,Tennessee,TN,Same,19865,Below,2,Average,Below,Above,Average,Average,Worse,Lower,Worse,Same,Private,Above,Above,Lower,Average,17037,22207,16252
1404,Indian Path Community Hospital,Kingsport,Tennessee,TN,Same,21079,Same,4,Average,Above,Same,Average,Average,Average,Average,Average,Same,Private,Same,Same,Average,Higher,18876,22606,17362
1405,St Francis Hospital,Memphis,Tennessee,TN,Same,21495,Same,3,Average,Same,Below,Average,Average,Average,Average,Average,Same,Proprietary,Above,Above,Lower,Higher,19272,21094,16737
1406,Tennova Healthcare-cleveland,Cleveland,Tennessee,TN,Same,21928,Below,1,Average,Below,Same,Average,Average,Average,Average,Average,Same,Proprietary,Below,Above,Average,Higher,18745,23392,15741
1407,Tennova Healthcare-lebanon,Lebanon,Tennessee,TN,Same,21403,Same,2,Average,Same,Below,Average,Average,Average,Average,Average,Same,Private,Same,Below,Average,Average,18302,22722,15493
1408,Tristar Southern Hills Medical Center,Nashville,Tennessee,TN,Same,18156,Same,2,Average,Above,Same,Average,Average,Average,Lower,Average,Same,Proprietary,Below,Same,Average,Average,18155,25988,16723
1409,Tristar Stonecrest Medical Center,Smyrna,Tennessee,TN,Same,21531,Same,2,Average,Same,Same,Average,Average,Average,Average,Average,Same,Proprietary,Below,Below,Average,Average,18494,21662,15976
1410,Saint Francis Bartlett Medical Center,Bartlett,,TN,Above,21259,Same,3,Average,Same,Same,Average,Average,Average,Average,Average,Same,Proprietary,Above,Below,Average,Higher,19105,25930,16056
1411,Utah Valley Hospital,Provo,Utah,UT,Same,24695,Same,5,Higher,Above,Above,Average,Better,Average,Higher,Average,Same,Private,Above,Above,Average,Higher,19360,22754,18261
1412,Salt Lake Regional Medical Center,Salt Lake City,Utah,UT,Same,21106,Same,2,Average,Same,Same,Average,Average,Average,Average,Average,Same,Proprietary,Below,Above,Average,Higher,19916,24578,18197
1413,Mckay Dee Hospital,Ogden,Utah,UT,Same,19447,Below,3,Average,Same,Above,Average,Average,Average,Lower,Average,Above,Private,Below,Above,Average,Average,18183,25665,16568
1414,Ogden Regional Medical Center,Ogden,Utah,UT,Same,23254,Same,4,Average,Above,Below,Average,Average,Average,Higher,Average,Same,Proprietary,Above,Above,Average,Average,17686,25125,17544
1415,University Of Utah Hospitals And Clinics,Salt Lake City,Utah,UT,Same,20300,Same,4,Higher,Below,Above,Average,Average,Average,Lower,Average,Above,Government,Above,Above,Average,Average,18313,24930,19390
1416,Intermountain Medical Center,Murray,Utah,UT,Same,22653,Same,4,Average,Same,Same,Average,Average,Average,Average,Average,Above,Private,Above,Above,Average,Average,17674,22894,16714
1417,Mountain View Hospital,Payson,Utah,UT,Same,25897,Same,4,Average,Above,Same,Average,Average,Average,Higher,Average,Same,Proprietary,Above,Above,Average,Lower,15271,23896,16281
1418,Logan Regional Hospital,Logan,Utah,UT,Same,22207,Same,4,Average,Same,Above,Average,Average,Average,Average,Average,Same,Private,Above,Above,Average,Average,16494,23297,15689
1419,Dixie Regional Medical Center,St George,Utah,UT,Same,20759,Below,4,Average,Above,Above,Average,Average,Worse,Lower,Average,Same,Private,Above,Above,Average,Lower,16282,23426,17562
1420,Davis Hospital And Medical Center,Layton,Utah,UT,Above,25827,Same,3,Average,Above,Below,Average,Average,Average,Higher,Average,Above,Proprietary,Above,Above,Average,Average,17226,25833,18116
1421,Lakeview Hospital,Bountiful,Utah,UT,Same,20358,Same,5,Average,Above,Same,Average,Average,Average,Lower,Average,Same,Proprietary,Above,Above,Average,Average,18800,22945,16678
1422,St Mark's Hospital,Salt Lake City,,UT,Same,23475,Same,4,Average,Above,Below,Average,Average,Average,Higher,Average,Same,Proprietary,Above,Above,Average,Average,17416,25339,17155
1423,Timpanogos Regional Hospital,Orem,,UT,Same,23263,Same,4,Average,Above,Same,Average,Average,Average,Average,Average,Same,Proprietary,Above,Above,Average,Average,16613,24466,18130
1424,Central Vermont Medical Center,Barre,Vermont,VT,Above,22340,Same,4,Lower,Same,Same,Average,Average,Average,Average,Average,Above,Private,Same,Below,Average,Lower,16372,22283,15102
1425,Rutland Regional Medical Center,Rutland,Vermont,VT,Same,19221,Same,3,Average,Same,Above,Average,Average,Average,Lower,Average,Same,Private,Above,Above,Average,Lower,16263,23805,15412
1426,Brattleboro Memorial Hospital,Brattleboro,,VT,Same,20169,Same,3,Average,Same,Below,Average,Average,Average,Lower,Average,Same,Private,Below,Above,Average,Lower,15596,23851,15742
1427,Southwestern Vermont Medical Center,Bennington,,VT,Same,20186,Same,4,Average,Same,Above,Average,Average,Average,Lower,Average,Same,Private,Above,Above,Average,Lower,16190,21888,15537
1428,Sentara Rmh Medical Center,Harrisonburg,Virginia,VA,Same,20543,Above,4,Average,Below,Same,Average,Average,Better,Lower,Average,Same,Private,Same,Same,Average,Average,16926,23131,16806
1429,Winchester Medical Center,Winchester,Virginia,VA,Same,21017,Same,2,Lower,Below,Below,Average,Average,Average,Lower,Average,Same,Private,Above,Below,Average,Lower,15963,23376,15464
1430,University Of Virginia Medical Center,Charlottesville,Virginia,VA,Same,21765,Below,2,Average,Below,Above,Average,Average,Average,Average,Average,Above,Government,Below,Below,Average,Average,17699,22992,17309
1431,Bon Secours Depaul Medical Center,Norfolk,Virginia,VA,Same,24863,Same,2,Lower,Below,Below,Average,Average,Average,Higher,Average,Same,Private,Below,Below,Average,Average,16513,22579,15236
1432,Sentara Halifax Regional Hospital,South Boston,Virginia,VA,Same,19966,Below,2,Average,Same,Same,Average,Average,Average,Lower,Worse,Same,Private,Below,Above,Average,Average,16859,21935,16045
1433,Bon Secours Maryview Medical Center,Portsmouth,Virginia,VA,Same,23258,Same,1,Lower,Below,Below,Average,Average,Average,Higher,Average,Same,Private,Below,Above,Lower,Average,17511,21555,15570
1434,Augusta Health,Fishersville,Virginia,VA,Same,18128,Below,4,Average,Same,Same,Average,Average,Average,Lower,Average,Below,Private,Above,Above,Average,Lower,16398,25266,16326
1435,John Randolph Medical Center,Hopewell,Virginia,VA,Above,19798,,2,Average,Above,Below,Average,Average,Average,Lower,Worse,Below,Proprietary,Above,Below,Average,Average,18567,24947,16376
1436,"Centra  Health, Inc",Lynchburg,Virginia,VA,Same,18491,Above,5,Average,Below,Same,Average,Better,Better,Lower,Average,Same,Private,Above,Above,Lower,Average,17600,20273,16712
1437,"Mary Washington Hospital, Inc",Fredericksburg,Virginia,VA,Same,20356,Above,3,Average,Below,Below,Better,Average,Average,Lower,Better,Above,Private,Below,Same,Average,Lower,16595,24713,17419
1438,Fauquier Hospital,Warrenton,,VA,Same,21961,Same,2,Average,Above,Below,Average,Average,Average,Average,Average,Same,Private,Below,Below,Average,Average,17966,23774,16512
1439,Carilion Roanoke Memorial Hospital,Roanoke,Virginia,VA,Below,21102,Below,2,Higher,Below,Same,Average,Average,Average,Lower,Average,Same,Private,Below,Below,Lower,Higher,18887,22530,17392
1440,Medical College Of Virginia Hospitals,Richmond,,VA,Same,22742,Same,2,Higher,Below,Above,Average,Average,Average,Average,Average,Same,Government,Below,Same,Average,Average,18515,24483,18649
1441,Inova Alexandria Hospital,Alexandria,Virginia,VA,Above,19300,Above,4,Average,Above,Same,Average,Average,Average,Lower,Average,Same,Private,Above,Above,Average,Average,16946,23145,17065
1442,Mary Immaculate Hospital,Newport News,Virginia,VA,Same,18636,Same,4,Average,Same,Same,Average,Average,Average,Lower,Average,Same,Private,Above,Above,Average,Average,18266,23114,16024
1443,Carilion New River Valley Medical Center,Christiansburg,Virginia,VA,Same,19944,Same,3,Average,Below,Same,Average,Average,Average,Lower,Average,Same,Private,Below,Above,Average,Average,16974,25906,16968
1444,Inova Loudoun Hospital,Leesburg,Virginia,VA,Above,21502,Above,5,Average,Same,Same,Average,Average,Average,Average,Average,Same,Private,Above,Below,Lower,Average,16871,21171,15928
1445,Novant Health Uva  Prince William Medical Center,Manassas,Virginia,VA,Same,21180,Same,2,Average,Below,Below,Average,Average,Average,Average,Average,Same,Private,Same,Below,Average,Average,18379,25288,17403
1446,Lewisgale Medical Center,Salem,Virginia,VA,Same,23079,Same,3,Average,Above,Below,Average,Average,Average,Higher,Average,Same,Proprietary,Above,Below,Lower,Average,18122,22426,16783
1447,Virginia Hospital Center,Arlington,Virginia,VA,Above,18239,Same,4,Average,Below,Above,Average,Average,Average,Lower,Average,Below,Private,Above,Above,Average,Average,16984,22101,16860
1448,Riverside Regional Medical Center,Newport News,Virginia,VA,Below,22577,Same,2,Lower,Below,Below,Average,Average,Average,Average,Average,Above,Private,Above,Below,Lower,Average,16947,20522,15680
1449,Johnston Memorial Hospital,Abingdon,Virginia,VA,Same,21701,Same,2,Lower,Same,Below,Average,Average,Average,Average,Average,Above,Private,Above,Below,Average,Average,17578,22584,15378
1450,Bon Secours St Marys Hospital,Richmond,Virginia,VA,Same,20061,Same,4,Average,Below,Same,Average,Average,Average,Lower,Average,Same,Church,Below,Above,Average,Average,17614,22924,16894
1451,Inova Fairfax Hospital,Falls Church,Virginia,VA,Same,19723,Above,5,Higher,Same,Same,Average,Average,Better,Lower,Average,Above,Private,Above,Below,Higher,Average,17464,25196,17828
1452,Sentara Williamsburg Regional Medical Center,Williamsburg,Virginia,VA,Same,20015,Same,5,Average,Same,Above,Average,Average,Average,Lower,Average,Below,Private,Above,Above,Average,Lower,15431,22247,17241
1453,Southside Regional Medical Center,Petersburg,Virginia,VA,Same,20760,Same,1,Average,Below,Below,Average,Average,Better,Lower,Average,Below,Proprietary,Below,Below,Higher,Higher,19570,27451,16979
1454,Bon Secours Memorial Regional Medical Center,Mechanicsville,Virginia,VA,Same,18652,Same,5,Higher,Below,Same,Average,Average,Average,Lower,Average,Same,Church,Above,Above,Average,Higher,18852,22990,17628
1455,Sovah Health Danville,Danville,Virginia,VA,Same,22247,Same,1,Average,Same,Below,Average,Average,Average,Average,Worse,Above,Proprietary,Above,Below,Average,Average,17437,23296,16731
1456,Martha Jefferson Hospital,Charlottesville,Virginia,VA,Same,20061,Same,4,Lower,Same,Above,Average,Average,Average,Lower,Average,Same,Private,Same,Above,Lower,Average,17178,21469,14565
1457,Riverside Tappahannock Hospital,Tappahannock,Virginia,VA,Below,20379,Same,3,Average,Same,Below,Average,Average,Average,Lower,Average,Same,Private,Above,Above,Average,Average,17971,21872,16190
1458,Sentara Careplex Hospital,Hampton,Virginia,VA,Same,18926,Below,3,Average,Below,Same,Average,Average,Average,Lower,Average,Same,Private,Above,Below,Average,Average,17952,22750,15801
1459,Reston Hospital Center,Reston,Virginia,VA,Above,19930,,3,Average,Above,Below,Worse,Average,Average,Lower,Average,Same,Private,Above,Below,Average,Average,17995,22991,16017
1460,Lewisgale Hospital Montgomery,Blacksburg,Virginia,VA,Above,24820,Same,3,Average,Above,Same,Average,Average,Average,Higher,Average,Same,Proprietary,Above,Below,Average,Average,16379,26018,16495
1461,Wythe County Community Hospital,Wytheville,Virginia,VA,Same,21604,Same,2,Average,Above,Below,Average,Average,Average,Average,Average,Below,Church,Same,Below,Average,Lower,16178,21639,15239
1462,Cjw Medical Center,Richmond,Virginia,VA,Above,20069,Same,2,Average,Same,Below,Average,Average,Average,Lower,Worse,Same,Proprietary,Below,Same,Lower,Average,17642,22359,16810
1463,Sentara Northern Virginia Medical Center,Woodbridge,Virginia,VA,Same,21587,Same,3,Average,Below,Below,Average,Average,Average,Average,Average,Same,Private,Above,Above,Average,Average,17975,24650,17512
1464,Twin County Regional Hospital,Galax,,VA,Same,25191,Below,3,Average,Above,Same,Average,Average,Average,Higher,Worse,Same,Proprietary,Above,Same,Average,Average,17827,23202,15996
1465,Lewisgale Hospital Pulaski,Pulaski,Virginia,VA,Same,26432,Same,2,Average,Above,Same,Average,Average,Average,Higher,Average,Same,Proprietary,Below,Below,Average,Lower,15924,23407,16309
1466,Chesapeake General Hospital,Chesapeake,Virginia,VA,Same,24493,Above,3,Average,Same,Below,Average,Average,Better,Higher,Better,Same,Government,Below,Below,Average,Lower,16604,23089,16349
1467,Inova Mount Vernon Hospital,Alexandria,,VA,Same,18131,Same,5,Average,Same,Above,Average,Average,Average,Lower,Worse,Same,Private,Above,Above,Average,Average,17333,26178,16372
1468,Lewisgale Hospital Alleghany,Low Moor,Virginia,VA,Same,22343,Same,3,Lower,Above,Same,Average,Average,Average,Average,Average,Same,Private,Same,Same,Average,Average,16910,23107,14924
1469,Riverside Walter Reed Hospital,Gloucester,Virginia,VA,Same,21308,Below,3,Lower,Same,Same,Average,Average,Worse,Average,Average,Above,Private,Above,Below,Average,Lower,15926,22150,14629
1470,Bon Secours St Francis Medical Center,Midlothian,Virginia,VA,Same,20404,Same,3,Higher,Same,Above,Average,Average,Average,Lower,Average,Same,Church,Below,Above,Lower,Higher,19077,21403,18670
1471,"Stafford Hospital, Llc",Stafford,Virginia,VA,Same,22456,Same,3,Average,Same,Same,Average,Average,Average,Average,Average,Same,Private,Same,Below,Average,Lower,15781,23948,17569
1472,Spotsylvania Regional Medical Center,Fredericksburg,Virginia,VA,Same,21283,Same,3,Average,Above,Below,Average,Average,Average,Average,Average,Above,Proprietary,Above,Below,Average,Average,18081,22478,17375
1473,Riverside Doctors' Hospital Of Williamsburg,Williamsburg,Virginia,VA,Same,21227,Same,4,Average,Above,Above,Average,Average,Average,Average,Average,Same,Private,Same,Same,Average,Average,15741,24034,16688
1474,Providence St Mary Medical Center,Walla Walla,Washington,WA,Same,19832,Same,5,Average,Below,Same,Average,Average,Average,Lower,Average,Same,Private,Above,Above,Average,Lower,16126,22313,16725
1475,Skagit Valley Hospital,Mount Vernon,Washington,WA,Same,19452,Below,1,Lower,Same,Below,Average,Average,Average,Lower,Average,Same,Government,Below,Below,Lower,Average,16666,20989,15140
1476,Virginia Mason Medical Center,Seattle,Washington,WA,Same,17962,Same,4,Average,Same,Above,Average,Average,Average,Lower,Average,Same,Private,Above,Below,Average,Average,16796,24884,15564
